Text,Question
What Rocky Mountain ridge separates North America s eastward and westward-flowing rivers,1
Thats just  like us its as clear as daylight,0
He looked repeatedly  at the clerk partly no doubt because the latter was staring  persistently at him obviously anxious to enter into conversation,0
He bore these remarks quietly however and without looking  round he turned down a street leading to the police office,0
Very good tell me your little notion Raskolnikov stood waiting pale  and grave before him,0
but then  he expressed doubts whether your studies at the university would leave  you time for work at his office,0
They  evidently stood in some awe of Katerina Ivanovna,0
Its simply a fantasy to amuse  myself; a plaything!,0
What is the name of Jamiroquai new album,1
How many sperm cells are in an average ejaculation,1
At one time Raskolnikov thought of getting up and walking out and so  finishing the interview,0
Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights,1
But surely you will have dinner together?,1
The  first time I went he wasnt there when I came an hour later he couldnt  see me,0
Sofya Semyonovna and  I have had a job to find them,0
You have a  right to,0
Who is section manager for guidance and control systems at JPL,1
Pulcheria Alexandrovna began  overwhelmed--You see coming here I was dreaming all the way in the  train how we should meet how we should talk over everything  together,0
And then what about your trembling what about your  bell-ringing in your illness in semi-delirium?,1
Dmitri Prokofitch,0
What is the 401  K  plan,1
Who portrayed `` Rosanne Rosanna-Dana  on the television show `` Saturday Night Live,1
I  am sure its quite half through your lodging you have become so  melancholy,0
Well  its always pleasant to hear words of wisdom,0
Raskolnikov could hardly have said himself what he wanted and of what he  wished to make certain,0
Why are you lying like a log?,1
And that very Dounia for that very _seems_ is marrying  him!,0
What country in 1998 had the most suicides regardless of population size,1
Raskolnikov pulled away his hand,0
Where is Natick,1
Youre laughing you dont believe me again?,1
Thats how  I ought to have acted if I had a grain of suspicion of you,0
What is a leper,1
But they immediately drew the deduction that  the crime could only have been committed through temporary mental  derangement through homicidal mania without object or the pursuit of  gain,0
What international organization was founded by Clara Barton,1
He called me aside to the window and asked me in secret,0
What color eyes are most sensitive to light,1
Lebeziatnikov asked with surprise,0
Who is the head of the World Bank,1
the point is that this  idea,0
You keep on laughing and very inappropriately allow me to tell  you,0
What are some children s rights,1
When was the last major eruption of Mount St Helens,1
His eyes and his mind craved for space,0
Lebeziatnikov can bear witness  to this,0
By way of answer he saw the little girls face approaching him her full  lips naïvely held out to kiss him,0
Tell me  he went on almost in a frenzy how this shame and degradation can exist  in you side by side with other opposite holy feelings?,1
in case of emergency he added and  laughed himself at his boyish sally,0
I confess I was sorry I got so hot with  you,0
It might be but we will talk of it later,0
So they are not at home?,1
Sonia he said youd better not come and see me when I am in  prison,0
Where is the Mayo Clinic,1
Yes I was,0
He turned down it more dead than alive,0
However I  wont dispute it let me be a braggart why not brag if it hurts no  one?,1
Which comic strip was never turned into a Broadway musical,1
Peasants stood waiting within,0
I will show you up he said for I can write to all  the papers about you,0
Excuse me I fancied so from your inquiry,0
What is the full classification of a lady bug,1
How do you calculate the change in enthalpy of a chemical reaction,1
Why do you look at me like that?,1
What actress has received the most Oscar nominations,1
See look at the watch,0
Well that was a bad sign,0
How many inches over six feet is the Venus de Milo,1
Afterwards he saw her lower lip quiver with indignation  at her brothers insolent cruel and ungrateful words--and his fate was  sealed,0
he screamed with such bitter  irritation such despair in his eyes that Razumihins hands dropped,0
An author had eaten his dinner and  would not pay; Ill write a satire on you says he,0
How can they convict him even if they arrest  him?,1
Perhaps he wanted to frighten me by pretending to  know,0
Who could  believe it?,1
You see Dmitri Prokofitch she began,0
He sometimes  thought that Svidrigaïlov was dogging his footsteps,0
shouted dozens of voices; people  ran up both banks were thronged with spectators on the bridge people  crowded about Raskolnikov pressing up behind him,0
I dont condemn her for  it I dont blame her for the one thing left her is recollection of  the past and all the rest is dust and ashes,0
What will a compass do in outer space,1
And where were  you drinking?,1
What international amateur sports spectacle was first telecast in 1956,1
What is the origin of the proverb `` A stitch in time saves nine,1
What car was driven in the 199 release of `` Smokey and the Bandit,1
What wild and crazy guy wrote a book called Cruel Shoes,1
How many months does it take the moon to revolve around the Earth,1
Before  him stood the same peasant who had pushed by on the stairs,0
Get in I tell you!,0
He was about to turn back wondering why he had come to the X,0
Wait a minute Id  forgotten!,0
she asked,0
I  maintain that if the discoveries of Kepler and Newton could not have  been made known except by sacrificing the lives of one a dozen a  hundred or more men Newton would have had the right would indeed have  been in duty bound,0
I want to see Sofya Semyonovna Dounia articulated faintly,0
The very next day being Sunday she went straight  to the Cathedral knelt down and prayed with tears to Our Lady to give  her strength to bear this new trial and to do her duty,0
And where is the money?,1
Sonia listened to him in bewilderment and did her utmost to comprehend,0
she asked once more scanning Raskolnikov intently and  weighing the pledge in her hand,0
Thats just it; the murderer must have been there and bolted himself  in; and theyd have caught him for a certainty if Koch had not been  an ass and gone to look for the porter too,0
When was Microsoft established,1
He was in a hurry about some business or other,0
Do you smoke?,1
What are the four railways in Monopoly,1
What effects do nitrates have on the environment,1
What number is at 12 o clock on a dartboard,1
Svidrigaïlov relapsing into his old regimental  habits was under the influence of Bacchus,0
I am thinking he answered seriously after a pause,0
Who is the prime minister of Australia,1
His room was so small that he could undo the latch without leaving the  bed,0
Who plays the cop in the movie `` Kindergarten Cop,1
A crowd of women were thronging round the door; some were sitting on the  steps others on the pavement others were standing talking,0
I spoke like that to her I ought not to have said that!,0
I am happy now,0
He was amazed at her sudden ecstasy,0
How do fuel injectors work,1
He  walked towards it as fast he could; but on the way he met with a little  adventure which absorbed all his attention,0
Which college did Dikembe Mutombo attend,1
Ive caught my cock-sparrow!,0
to repay my debt to my  dead friend,0
Thats what it was,0
What is the name of a book written by Aaron Hass,1
Sometimes he stood still before a brightly painted summer  villa standing among green foliage he gazed through the fence he saw  in the distance smartly dressed women on the verandahs and balconies  and children running in the gardens,0
So come home then!,0
Scoundrel!,0
She  came in panting from running so fast took off her kerchief looked for  her mother went up to her and said Shes coming I met her in the  street,0
Youre in a government office too cried Raskolnikov and youre  smoking a cigarette as well as shouting so you are showing disrespect  to all of us,0
Certainly Ill stay,0
What are the 10 largest cities in the US,1
The consequences of this fact were clear to him at  once its falsehood could not fail to be discovered and then they  would be after him again,0
What city is served by Tempelhol Airport,1
With  a sense of comfort he nestled his head into the pillow wrapped more  closely about him the soft wadded quilt which had replaced the old  ragged greatcoat sighed softly and sank into a deep sound refreshing  sleep,0
He crossed over to him but at once the man turned and  walked away with his head hanging as though he had made no sign to  him,0
From the porters  room two paces away from him something shining under the bench to the  right caught his eye,0
When I came in and saw you lying with your eyes shut  pretending I said to myself at once Heres the man,0
He lets others come to it,0
Do you see this  cap?,1
Well thats all,0
And its a hard  thing to pass everything by all ones life to turn ones back upon  everything to forget ones mother and decorously accept the insults  inflicted on ones sister,0
Katerina Ivanovna who certainly was upset and very tired as well as  heartily sick of the dinner at once cut short Amalia Ivanovna saying  she knew nothing about it and was talking nonsense that it was the  business of the laundry maid and not of the directress of a high-class  boarding-school to look after _die Wäsche_ and as for novel-reading  that was simply rudeness and she begged her to be silent,0
In fact all those seven years of their  married life he gave way to her too much so indeed in many cases,0
Lizaveta murmured Raskolnikov hardly audibly,0
What is the best selling computer model ever,1
The difference was that a month ago yesterday even the  thought was a mere dream: but now,0
Leave me  leave me alone,0
How many electoral college votes does Colorado have,1
But  thats pretty common with him at all times though,0
What is the origin of the word `` mushroom,1
Ah the  wretches the wretches!,0
I remember very  well,0
How much folic acid should an expectant mother get daily,1
What is the smallest thing seen under the most powerful microscope  and how big is it,1
She has a beautiful beautiful character!,0
His study was a room  neither large nor small furnished with a large writing-table that  stood before a sofa upholstered in checked material a bureau a  bookcase in the corner and several chairs--all government furniture  of polished yellow wood,0
Moreover Sonia had said with good reason that her  mind was unhinged,0
(Lets have it all out  at once!,0
She looks refined too as though she were a lady and he bent over her  once more,0
he whispered in despair:  whats the matter with me?,1
It all cuts both ways now it all cuts both ways repeated  Raskolnikov and he went out more confident than ever,0
So you dont believe me?,1
What is the name given to the Islamic counterpart of the Red Cross,1
Who portrayed Etta Place  companion to Butch Cassidey and the Sundance Kid,1
tell Mr,0
I took a purse off her  neck made of chamois leather,0
Is it some fever coming on?,1
I am a little  drunk now,0
I liked the  fantastic nature of your position--thats what it was!,0
she coughed violently oh cursed  life she cried clearing her throat and pressing her hands to her  breast when I,0
Alexandr  Grigorievitch,0
Oh no dont talk like that,0
Now he was glad to remember it as a means of  escape,0
Svidrigaïlov  looked intently at Raskolnikov and suddenly after a brief pause  dropping his voice asked: But how is it Rodion Romanovitch; you  dont seem yourself?,1
What is a virtual IP address,1
You seem to be missing Marfa Petrovna very much?,1
Thank God her sufferings are over but I will  tell you everything in order so that you may know just how everything  has happened and all that we have hitherto concealed from you,0
Who created Harry Lime,1
What is the name of the second space shuttle,1
Not at all?,1
Its all nonsense my friend you are  pretending to scare me!,0
Not at all cried Zametov obviously embarrassed,0
Who portrayed the title character in the film The Day of the Jackal,1
though I was very much struck by your face this morning,0
What s the population of Biloxi  Mississippi,1
laughed Svidrigaïlov,0
Why am  I explaining this to you?,1
What is the name of the disease that actress Hunter Tylo s baby girl has,1
But now she quite gave up all effort now it was a grin  a broad grin; there was something shameless provocative in that quite  unchildish face; it was depravity it was the face of a harlot the  shameless face of a French harlot,0
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska s north coast,1
She only saw that Pyotr  Petrovitch had somehow come to grief,0
For our elder father is dead and this is  another one but we do pray for the other as well,0
What was I to do?,1
Why have you been a card-sharper then?,1
How many states have a lottery,1
What day was Pearl Harbor attacked in 1942,1
Very well come along said Raskolnikov indifferently and going  out first he went slowly downstairs,0
How is the word ` qigong  pronounced,1
Why dont you drink your tea?,1
Last year he  persuaded us that he was going into a monastery: he stuck to it for two  months,0
I shall send for you  again and question you he said,0
Ive come to you Sofya Semyonovna he began,0
On which dates does the running of the bulls occur in Pamplona  Spain,1
No Rodya but he knows already of our arrival,0
What did FCC chairman Newton Minow declare TV to be on May 9  1961,1
What is federal income tax,1
Why should one?,1
She too  was surprised,0
Search her  search her!,0
How do they find or choose witnesses to an execution,1
Those would be appropriate now really those are what I  ought to put on now,0
What do Hasidic Jews refrain from while dating,1
What Mormon leader was said to have had 27 wives,1
What lies!,0
But at last he lost all control and had the face  to make Dounia an open and shameful proposal promising her all sorts of  inducements and offering besides to throw up everything and take her  to another estate of his or even abroad,0
How many games are played in a five-team round-robin tournament,1
She was  gasping standing still then tugging again and almost falling,0
Nonsense!,0
He began ill-humouredly staring at the houses trying to think  of something else,0
What are all the different types of pizza,1
What s the most popular form of gambling with women in Las Vegas,1
Come tell me!,0
Whose old London come-on was : `` Buy my sweet lavender,1
The whole secret of life in two  pages of print!,0
I have  money and friends,0
How many visitors go to the Vatican each year,1
Tell me sir are you sorry  or not?,1
What is Garry Kasparov famous for,1
he said  making his way through the crowd,0
What is the origin of the rock band Led Zeppelin s name,1
Come Rodya my boy dont oppose it afterwards will be too late; and  I shant sleep all night for I bought it by guess without measure,0
Stay a little I wont talk nonsense about  myself I mean,0
Of course we exaggerated things,0
Yes simpler and more comprehen,0
I should say to my wife: My dear hitherto I have loved you now  I respect you for youve shown you can protest!,0
Thats absolutely  certain,0
Who was the author of `` John Brown s Body,1
What happened to Moon Maiden,1
And who who can think of  looking under that stone?,1
What does the technique called `` cold fusion  produce,1
What does it take to be a hero,1
cried Dounia in vexation,0
Well I must tell you that I  worried myself fearfully over that question so that I was awfully  ashamed when I guessed at last (all of a sudden somehow) that it would  not have given him the least pang that it would not even have struck  him that it was not monumental,0
Let them rage to their hearts content!,0
Ive brought something to pawn here and he drew out of his pocket  an old-fashioned flat silver watch on the back of which was engraved a  globe; the chain was of steel,0
What are the first ten amendements passed,1
Ah Sonia was it for that Ive come to you  to-day?,1
Ach we are so different he cried again we are not alike,0
Yes she assented in a faint voice,0
Razumihin  and Sonia saw him in prison as often as it was possible,0
I heard it myself,0
What are the Benelux countries,1
he cried triumphantly fitting it on just your size!,0
There  may have been others eh?,1
What country contains Africa s northernmost point,1
What two animals are specifically mentioned as being in Noah s Ark,1
What s the world s longest suspension bridge,1
Raskolnikov saw their mistake as clearly,0
What Asian leader was known as The Little Brown Saint,1
Ah the naughty imps!,0
And he walked to the right towards the Hay Market,0
Who knows perhaps we were talking  at the very time when he was lying here thinking over his plan,0
And I?,1
Why are you  so pale?,1
Who said `` Give me liberty or give me death,1
I had a requiem  service,0
What s the most popular contact lens color,1
A painter?,1
The three Poles were tremendously excited  and were continually shouting at him: The _pan_ is a _lajdak_!,0
How did water appear on the earth,1
CHAPTER V    Raskolnikov walked after him,0
What is the Order of the Arrow in Boy Scouts,1
What planet did Percival Lovell discover,1
How old is Bernadette Peters,1
And what  fine eyes he has and how fine his whole face is!,0
What kind of flowers does detective Nero Wolfe raise,1
Svidrigaïlov was smartly dressed in light  summer clothes and was particularly dainty in his linen,0
What son of a 15-year-old Mexican girl and a half-Irish father became the world s most famous Greek,1
What household facility contains a float ball  ballcock  and overflow tube,1
But who knows perhaps it is the last time we shall see each  other,0
In what deodorant commercial did tenants have adjoining medicine cabinets,1
Shell fall in a minute mates there will soon be an end of her said  an admiring spectator in the crowd,0
To his own surprise he too grew  suddenly angry and found a certain pleasure in it,0
its not our business!,0
She is an orphan,0
And how different how different I had fancied  our meeting!,0
Which US President is buried in Washington  DC,1
Apart from the danger of her morbid  excitement there was the risk of someones recalling Raskolnikovs name  and speaking of the recent trial,0
Add to that nervous irritability from hunger from lodging  in a hole from rags from a vivid sense of the charm of his social  position and his sisters and mothers position too,0
What is spaceball played on,1
Are you raving or what?,1
Why did the Globe Theatre burn down,1
When did Nixon die,1
Only imagine quite suddenly Pulcheria Alexandrovna answered  hurriedly encouraged by his curiosity,0
You looked for my  sock,0
And a great deal more,0
What was the minimum wage in 1991,1
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat,1
and the workmen?,1
Ones ashamed  to speak of it,0
What are pomegranates,1
I almost beat Nastasya on your account,0
Who won the Nobel Peace Prize in 1991,1
They give us nothing only run after  us putting their tongues out,0
Who holds the career record for the most major league home runs,1
but they will write to you,0
What US President was the first to breed mules,1
What baseball expression came from the nautical term for ships sailing between the Atlantic and Pacific before the Panama Canal,1
Irritated that my mother  and sister were unwilling to quarrel with me at his insinuations he  gradually began being unpardonably rude to them,0
And we have not spoken of our plans for another reason that  is because I particularly wanted you to feel on an equal footing when  you first meet him,0
What future President became Senate majority whip under Harry Truman,1
Pyotr Petrovitch went on perhaps with  excessive haste,0
Your laughter too as you came in do you  remember?,1
He read it once and a second  time and still did not understand,0
What is troilism,1
He fell to musing by what process it could come to pass that he could  be humbled before all of them indiscriminately--humbled by conviction,0
Its  a brutal state to be in!,0
In the past as a  student he had often not had even that,0
The man  noticed him at once looked at him quickly but dropped his eyes again;  and so they walked for a minute side by side without uttering a word,0
Oh the most ordinary and suddenly Porfiry Petrovitch looked with  obvious irony at him screwing up his eyes and as it were winking at  him,0
To take an example near home--that old  woman murdered in our district,0
He scowled,0
but goodness knows why we are talking of that!,0
Let us go mother said Avdotya Romanovna he will certainly do what  he has promised,0
Why  you used to reproach me with breadth!,0
Will you take it?,1
What meter did Shakespeare use in writing : `` To be  or not to be  that is the question,1
What country did the Allies invade in World War II s Operation Avalanche,1
I want to take a flat he said,0
The door opened and a tall stout man whose appearance seemed familiar  to Raskolnikov came in,0
Boots cotton shirt-fronts--most magnificent  a uniform they got up all in splendid style for eleven roubles and  a half,0
What was John Steinbeck s travelling companion Charley,1
Where is there information on the novel `` El Cid,1
I dont agree with you Pyotr Petrovitch replied with evident  enjoyment,0
I sometimes speak too much from the heart so that Dounia finds fault  with me,0
well?,1
His anger was  mounting he could not repress it,0
Schiller you are a regular Schiller!,0
I am ready,0
I wont allow it!,0
What is Archimedes famous for,1
Why waste time talking to him?,1
What a pig you are!,0
She was  standing before them and had told them everything by now,0
Who was chief engineer of the Starship Enterprise,1
Who invented the stock ticker in 1870,1
Ah Dmitri Prokofitch how hard it is to be a mother!,0
Suffer and expiate your sin by it thats what you must do,0
But I am sure you will not blame me for my  inevitable silence,0
Then he dealt her another and another blow with the blunt side  and on the same spot,0
Then  he listened again on the staircase listened long and intently,0
In what year did the US Marine Corps adopt the motto `` Semper Fidelis,1
Another man wouldnt  but he will,0
Yours till death    PULCHERIA RASKOLNIKOV,0
How does the speed the magnet spins in a generator affect the output of the generator,1
Name a technique widely used to detect birth defects,1
Listen I want to ask you a serious question the student said hotly,0
Are you ill?,1
It was I,0
Raskolnikov awaited him calmly and silently;  his eyebrows did not quiver his face did not flinch,0
Sonia started with terror,0
You dont say theres no one at home the new-comer cried in a  cheerful ringing voice addressing the first visitor who still went on  pulling the bell,0
Lebeziatnikov at once made room for him and delicately withdrew,0
Razumihin put in  with obvious intention,0
I  was almost saying too much again,0
And of course I am not rich in patients,0
Zametov is a delightful person,0
But what had induced the latter to receive him like that?,1
And in all this he was always afterwards disposed to see something  strange and mysterious as it were the presence of some peculiar  influences and coincidences,0
Granted granted I am a scoundrel but she is a woman of a  noble heart full of sentiments refined by education,0
I admit its  an unpardonable weakness but I cant help it,0
In the  first place to arrest you so directly is not to my interest,0
What nutrients are for healthy bones and teeth,1
What is the biggest `` thing  humans have made,1
Now its time for me to go thought Raskolnikov,0
As though I were seeking pleasant sensations!,0
What was the orca s name that died of a fungal infection at Sea World,1
Enough mother no more please Avdotya Romanovna implored,0
His nerves were quivering his emotion was  increasing,0
my sister was governess in his family,0
As you please,0
What are the major differences in the Catholic and Methodist religions,1
A little giddiness--not fainting,0
What Asian country once thrilled to the sport of cricket fighting,1
What is power steering,1
What is another term for the painful wrist syndrome,1
How many miles are there between Tel Aviv  Israel and Memphis  Tennessee,1
In what year did Thatcher become prime minister,1
What Sinatra hit did he dooby dooby do in,1
In that letter she reproached him with great heat and indignation  for the baseness of his behaviour in regard to Marfa Petrovna reminding  him that he was the father and head of a family and telling him how  infamous it was of him to torment and make unhappy a defenceless girl  unhappy enough already,0
What made you put it secretly in her pocket?,1
Why how you must have been torturing and harassing that poor Nikolay  psychologically after your fashion till he confessed!,0
Its furnished rent moderate  three rooms,0
Colin Powell is famous for what,1
Her face is like Raphaels Madonna,0
I began this discussion with an object but Ive  grown so sick during the last three years of this chattering to amuse  oneself of this incessant flow of commonplaces always the same that  by Jove I blush even when other people talk like that,0
In the first place it was evident far  too much so indeed that Pyotr Petrovitch had made eager use of his few  days in the capital to get himself up and rig himself out in expectation  of his betrothed--a perfectly innocent and permissible proceeding  indeed,0
It is quite the contrary an observation apropos of the style  occurred to me that is by no means irrelevant as things stand,0
how  dare he put you in such lodgings!,0
What famed tennis tournament s men s singles title was Fred Perry the last Englishman to win,1
But she was so happy--and so unexpectedly happy--that she was  almost frightened of her happiness,0
How does a hurricane form,1
What s nature s purpose for tornadoes,1
The door of  the office too stood wide open,0
Porfiry might well reckon  that I should be sure to answer so and say I had seen them to give an  air of truth and then make some explanation,0
And here I wanted at once to throw into the  water the purse together with all the things which I had not seen  either,0
A huge round copper-red moon looked in at the windows,0
Who created the character of Scrooge,1
Sonia remained standing in the middle of the room,0
Dont torment me,0
Sometimes she steals a look at me that  positively scorches me,0
I seem to see it somewhere  in a kitchen garden,0
What was William F Cody s better-known name,1
How many years is Johnnie Walker Black Label aged,1
B----n; he always gives at least half an hour to each patient,0
He stepped cautiously into the room carefully closing the door after  him went up to the table paused a moment still keeping his eyes on  Raskolnikov and noiselessly seated himself on the chair by the sofa; he  put his hat on the floor beside him and leaned his hands on his cane  and his chin on his hands,0
Zametov told you all about it?,1
What kind of company is 7-Eleven,1
and he rushed at Porfiry who retreated to the other  door not at all alarmed,0
What continent s second-highest peak is Mont Blanc,1
They were by now approaching Bakaleyevs lodgings where Pulcheria  Alexandrovna and Dounia had been expecting them a long while,0
Drunk!,0
As for the smart lady at first she positively trembled before the  storm,0
He could not have explained but if he could  he would not have wasted much thought over it at the moment,0
They are  nothing to you now ha-ha!,0
at _the_ house,0
she whispered her eyes  flashing with indignation,0
Drink Katia!,0
Weve just been,0
I remember now said Raskolnikov after a long sullen silence,0
I repeat Rodion Romanovitch  you are ill and impatient,0
And another thing that was of special interest  to you was your own sock,0
Sonia looked at him inquiringly,0
I read it my dear and of course there was a  great deal I did not understand; but thats only natural--how should I?,1
What does eg stand for,1
Through his persecuting her with  his attentions she was turned out by his wife Marfa Petrovna,0
Porfiry Petrovitch laughed and was ready to go on laughing but  obviously looked for explanations,0
I asked you for one  thing I came to you for one thing--not to leave me,0
You know perfectly well that the best  policy for the criminal is to tell the truth as nearly as possible,0
Yet apart from his eccentric condition many  people would have thought it justified if they had seen Avdotya  Romanovna especially at that moment when she was walking to and  fro with folded arms pensive and melancholy,0
Lizaveta was of lower rank than her sister  unmarried and awfully uncouth in appearance remarkably tall with long  feet that looked as if they were bent outwards,0
Stand up!,0
Now he was suddenly taken with violent shivering so that his  teeth chattered and all his limbs were shaking,0
But young people carried away by their own wit dont think  of that when they overstep all obstacles as you wittily and cleverly  expressed it yesterday,0
They simply spit in my face,0
He  had just come in from the third room,0
But its fascinating isnt it?,1
Oh I knew I was contemptible when I stood  looking at the Neva at daybreak to-day!,0
What is the fear of being loved,1
The sky was without  a cloud and the water was almost bright blue which is so rare in the  Neva,0
Who was the accused in The Trial of the Century  which opened Janurary 1  1935,1
We  shall have a laugh at them afterwards and if I were in your place Id  mystify them more than ever,0
And you too?,1
I got spattered with  blood helping to carry him to his lodging,0
Who are you?,1
and to  set all that beside Avdotya Romanovna!,0
he said to him with a  well-feigned irritability,0
I told you that we talked our heads off,0
But she was very much surprised at hearing Razumihin express himself  so carefully and even with a certain respect about Pyotr Petrovitch,0
Raskolnikov got up and took his cap,0
What did Englishman John Hawkins begin selling to New World colonists in 1562,1
What was the name of Betty Boop s dog,1
What s the closest G2 Spectrum Yellow Dwarf to Earth,1
She was  trying to comfort him whispering something to him and doing all she  could to keep him from whimpering again,0
She is crying too!,0
Oh if only I were alone and no one loved  me and I too had never loved anyone!,0
You see Sonia Ive decided that it will be better so,0
What is Larry King s job,1
Theyre being brought back the  elder ones got them,0
The woman seeing a stranger stopped indifferently  facing him coming to herself for a moment and apparently wondering what  he had come for,0
What was Michelangelo s last name,1
Have you prepared Sofya Semyonovna?,1
He started his nerves were terribly overstrained  by now,0
He took also all the  copper change from the ten roubles spent by Razumihin on the clothes,0
In which Kevin Costner movie did Sioux Indians play a role,1
Razumihin have you been here long?,1
The paper had  come off the bottom of the wall and hung there in tatters,0
Why do  you cling to this _legality_ of marriage?,1
She was  so anxious to do honour to celebrate the memory,0
Is he a relation of yours too?,1
Stay Ill tell of you  to-day,0
He felt an unaccountable inclination to enter into  conversation with people,0
What a crude  nasty vile idea on my part!,0
Raskolnikov was listening breathless,0
What is the largest county in size in Massachusetts,1
Ach what are you saying Dounia!,0
For what reason did the Shea & Gould law firm close their LA office,1
What is the name of Joan Jett s band,1
Whats wrong?,1
He felt that he  had anyway made these two poor women miserable that he was anyway  the cause,0
What disease is transmitted by the Anopheles mosquito,1
Where is the official `` zero  of the sea level,1
He had planned it before his illness he added,0
Your request that my brother should not be present at our meeting was  disregarded solely at my instance said Dounia,0
Its youre making a disturbance,0
That Amalia Ludwigovna ah!,0
At first indeed Mr,0
What multitalented Academy-award-winning director failed a college course in motion-picture production,1
What is the Home Rule Act,1
Come tell me what you want,0
Two lads in the crowd snatched up whips and ran to the mare to beat her  about the ribs,0
What is Srpska Krajina,1
Where is the Smithsonian Institute located,1
But  on reaching the bridge he stopped and turning out of his way along it  went to the Hay Market,0
He had become so completely absorbed in  himself and isolated from his fellows that he dreaded meeting not  only his landlady but anyone at all,0
Are you afraid of the great  expiation before you?,1
Who first broke the sound barrier,1
In speaking of it to Dounia he had let out the secret  feeling he cherished and admired and he could not understand that  others should fail to admire it too,0
What does it matter!,0
he said apparently abandoning all attempt to keep up appearances  with Porfiry its not worth it I dont care about lessening the  sentence!,0
What year was the setting for American Graffiti,1
From compassion?,1
What was the name of the US helicopter pilot shot down over North Korea,1
What you dont admit that there are such fantastic  people among the peasants?,1
No one of them will understand if you tell them but I have  understood,0
Except for champagne I never touch  anything and not more than a glass of that all the evening and even  that is enough to make my head ache,0
Shall I tell your fortune for the journey Arkady  Ivanovitch?,1
Why do some clothing labels say `` Use a nonchlorine bleach,1
Raskolnikov sat without moving his elbows on the table and  his eyes turned away,0
Well would you like to do the second signature of _Is woman a human  being?_ If you would take the German and pens and paper--all those  are provided and take three roubles; for as I have had six roubles in  advance on the whole thing three roubles come to you for your share,0
What does IQ stand for,1
Many small donations  ($1 to $5000) are particularly important to maintaining tax exempt  status with the IRS,0
at once,0
That money my mother sent me and it came when I was ill the  day I gave it to you,0
It was an involuntary gesture; she evidently  did not wish to betray her uneasiness,0
Svidrigaïlov himself was exceedingly cool and quiet as he was saying  this,0
What is an ecological niche,1
Yes yes I understand answered the officer watching his excited  companion attentively,0
no ones sympathy,0
What s the origin of the word ` news,1
But the six  whips were attacking her in all directions and the shaft was raised  again and fell upon her a third time then a fourth with heavy measured  blows,0
How can I tell you?,1
Polenka cried Katerina Ivanovna run to Sonia make haste,0
Sonia looked obstinately at the ground and would not answer,0
He was  frightened at this,0
The man stole a look at him from under his brows and he looked at him  attentively deliberately; then he turned slowly and went out of the  gate into the street without saying a word,0
Why is that policeman edging up to me?,1
He felt it almost amusing and yet it wrung his  heart,0
What is Bombay duck,1
Now decide for yourself  as you know best whether you need go in for a drinking bout or not,0
Dont let me find a trace of you in my room!,0
He was very drunk: and had  dropped asleep on the bench; every now and then he began as though in  his sleep cracking his fingers with his arms wide apart and the upper  part of his body bounding about on the bench while he hummed some  meaningless refrain trying to recall some such lines as these:       His wife a year he fondly loved      His wife a--a year he--fondly loved,0
There were actually real  pillows under his head now down pillows in clean cases he observed  that too and took note of it,0
Ill do for  her!,0
He seemed in  such a condition,0
Who is Barbara Jordan,1
But in the first place everybody does so in one way  or another and in the second place of course one ought to be moderate  and prudent however mean it may be but what am I to do?,1
A  proper head-covering is the first thing in dress and a recommendation in  its own way,0
How many countries watch MTV Europe,1
What is the most radioactive food,1
Email contact links and up to date contact  information can be found at the Foundations web site and official  page at http://pglaforg    For additional contact information:       Dr,0
drink,0
How many minutes were there on the original GE College Bowl clock,1
and especially if one has a natural propensity that way he  added laughing again,0
Dounias gracious image when she had bowed to her so attentively  and respectfully at their first meeting in Raskolnikovs room had  remained in her mind as one of the fairest visions of her life,0
What is a fear of trees,1
He wandered aimlessly,0
He did not struggle against it,0
Why does the sun shine only a short time in Alaska,1
One night when out in a festive company he had with one blow laid  a gigantic policeman on his back,0
I am ashamed to allude to such  a supposition,0
He looked angrily at  him though he tried to escape his notice and stood impatiently biding  his time till the unwelcome man in rags should have moved away,0
Early in the morning at six oclock he  went off to work on the river bank where they used to pound alabaster  and where there was a kiln for baking it in a shed,0
What happened during the Blackhawk Indian war of 1832,1
CHAPTER II    Razumihin waked up next morning at eight oclock troubled and serious,0
Yet there was something to observe  for instance that Svidrigaïlovs flat was exactly between two sets of  almost uninhabited apartments,0
What only two  farthings!,0
Theyve no real  evidence,0
Ill show you!,0
He loves no one and perhaps he never will Razumihin declared  decisively,0
Must I really enter into explanations with them?,1
He  pulled money out of his pocket and showed it to the policeman,0
Raskolnikov moved on,0
Was that the footman who came to you after death to fill your pipe?,1
Then I will tell Katerina Ivanovna that you are coming Sonia said  hurriedly preparing to depart,0
After the usual  proceedings the matter ended but later on information was given that  the child had been,0
How can you define time,1
To-day he repeated to himself,0
else I shall begin to  hate you I feel it,0
You wont know an hour beforehand that you are coming  with a confession,0
Of course thats all nonsense its almost  all talk!,0
the girl cried offended what right have you,0
Try and cheer her up if possible,0
When was Queen Victoria born,1
Sometimes though he is not at all morbid but simply  cold and inhumanly callous; its as though he were alternating between  two characters,0
Where was the first zoo in the US,1
You come no doubt from Katerina Ivanovna,0
Tell me please he asked suddenly looking almost insolently at him  and taking a kind of pleasure in his own insolence,0
